ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8007530	0.995	0.009506	-2.9827097	-3.43	-0.33426223	C17orf105	chromosome 17 open reading frame 105
7948229	0.995	0.009743	2.9705114	-3.44	0.68285629	SLC43A3///PRG2	solute carrier family 43 member 3///proteoglycan 2, pro eosinophil major basic protein
8033257	0.995	0.010148	2.9502871	-3.45	0.88804553	C3	complement component 3
7952484	0.995	0.01047	2.9347494	-3.46	0.31189989	TMEM218	transmembrane protein 218
8038899	0.995	0.010515	2.9326164	-3.46	0.68621891	FPR1	formyl peptide receptor 1
7983478	0.995	0.010602	2.9285416	-3.47	1.00550016	C15orf48	chromosome 15 open reading frame 48
8098470	0.995	0.01061	2.9281611	-3.47	0.29025384	WWC2	WW and C2 domain containing 2
8095500	0.995	0.010631	-2.927187	-3.47	-0.290882	OPRPN	opiorphin prepropeptide
7977928	0.995	0.010645	-2.9265172	-3.47	-0.27087411	CEBPE	CCAAT/enhancer binding protein epsilon
8168781	0.995	0.010674	-2.9251641	-3.47	-0.29177592	ARL13A	ADP ribosylation factor like GTPase 13A
8112615	0.995	0.010714	2.9232846	-3.47	0.33107552	ENC1	ectodermal-neural cortex 1
8126666	0.995	0.010762	2.9210564	-3.47	0.44479986	NFKBIE	NFKB inhibitor epsilon
8014334	0.995	0.010798	-2.9194325	-3.47	-0.2480731	LYZL6	lysozyme like 6
7935146	0.995	0.010809	2.9189158	-3.47	0.33136285	NOC3L	NOC3 like DNA replication regulator
8049317	0.995	0.011107	-2.9053871	-3.48	-0.34698473	DGKD	diacylglycerol kinase delta
7905060	0.995	0.011142	2.9038293	-3.48	1.17383538	FCGR1CP///FCGR1B///FCGR1A	Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia
8128316	0.995	0.011293	2.8970863	-3.49	0.26356598	GPR63	G protein-coupled receptor 63
8023910	0.995	0.011361	-2.8941227	-3.49	-0.47724285	LOC284241	uncharacterized LOC284241
8101322	0.995	0.011517	2.8873275	-3.5	0.69346408	MOP-1	MOP-1
8046573	0.995	0.011605	2.8835194	-3.5	0.35598473	MTX2	metaxin 2
7973826	0.995	0.011655	2.8813823	-3.5	0.23715008	NUBPL	nucleotide binding protein like
7957606	0.995	0.011657	2.8812967	-3.5	0.42923054		
7943715	0.995	0.011774	2.8763241	-3.5	0.60181519	ZC3H12C	zinc finger CCCH-type containing 12C
7904106	0.995	0.011853	2.8729911	-3.51	0.25080932	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3
8069848	0.995	0.012111	-2.8622642	-3.51	-0.32904543	KRTAP6-2	keratin associated protein 6-2
7929616	0.995	0.012237	-2.8570894	-3.52	-0.22646172	FRAT1	frequently rearranged in advanced T-cell lymphomas 1
7917976	0.995	0.012347	2.8526292	-3.52	0.32973368	SASS6	SAS-6 centriolar assembly protein
8018352	0.995	0.012376	2.8514763	-3.52	0.49013637	SLC25A19	solute carrier family 25 member 19
7902660	0.995	0.012412	2.8500341	-3.52	0.2558748	WDR63	WD repeat domain 63
7905047	0.995	0.012567	2.8438288	-3.52	1.28538146	FCGR1CP///FCGR1B///FCGR1A	Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia
7988208	0.995	0.012722	2.8377064	-3.53	0.24199896	CATSPER2P1	cation channel sperm associated 2 pseudogene 1
8148973	0.995	0.012893	-2.8310234	-3.53	-0.24896511	TDRP	testis development related protein
8088979	0.995	0.01293	-2.8295978	-3.53	-0.18643127	VGLL3	vestigial like family member 3
8154229	0.995	0.012999	-2.8269651	-3.54	-0.24755413	INSL4	insulin like 4
8157324	0.995	0.013273	-2.8165338	-3.54	-0.25278812	RGS3	regulator of G-protein signaling 3
7919133	0.995	0.01353	2.8069509	-3.55	1.17611326	FCGR1CP///FCGR1B///FCGR1A	Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia
8096635	0.995	0.013559	2.8058575	-3.55	0.31022924	NFKB1	nuclear factor kappa B subunit 1
7928589	0.995	0.013989	2.7902572	-3.56	0.60982813	PPIF	peptidylprolyl isomerase F
8037408	0.995	0.013996	2.7900043	-3.56	0.27666542	KCNN4	potassium calcium-activated channel subfamily N member 4
7949532	0.995	0.014009	-2.7895482	-3.56	-0.22898975	FOSL1	FOS like 1, AP-1 transcription factor subunit
8037374	0.995	0.01425	2.7810162	-3.57	0.75683022	PLAUR	plasminogen activator, urokinase receptor
8082523	0.995	0.014262	2.7805696	-3.57	0.38070322	IFT122	intraflagellar transport 122
8069565	0.995	0.014512	2.771887	-3.57	0.25664763	BTG3	BTG anti-proliferation factor 3
8034043	0.995	0.014701	-2.7654059	-3.58	-0.3320456	S1PR5	sphingosine-1-phosphate receptor 5
7997746	0.995	0.01479	-2.7623794	-3.58	-0.25260988	JPH3	junctophilin 3
8098870	0.995	0.01485	-2.7603495	-3.58	-0.30519571	SPON2	spondin 2
8069800	0.995	0.014924	-2.7578566	-3.58	-0.29131396	KRTAP24-1	keratin associated protein 24-1
8115346	0.995	0.01493	2.7576417	-3.58	0.48108066	ATOX1	antioxidant 1 copper chaperone
8042942	0.995	0.014992	2.7555766	-3.58	0.51912344	HK2	hexokinase 2
8010320	0.995	0.015275	-2.7462011	-3.59	-0.26508675	CBX2	chromobox 2
8028991	0.995	0.015306	2.7451871	-3.59	0.37110852	CYP2S1	cytochrome P450 family 2 subfamily S member 1
8104141	0.995	0.015344	-2.7439315	-3.59	-0.22399044	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B
7927606	0.995	0.015346	-2.7438734	-3.59	-0.24219151	PRKG1	protein kinase, cGMP-dependent, type I
8045539	0.995	0.015349	2.7437625	-3.59	0.53551235	KYNU	kynureninase
8005638	0.995	0.015522	2.7381508	-3.6	0.3291998	ALDH3A2	aldehyde dehydrogenase 3 family member A2
7903753	0.995	0.015661	2.7336764	-3.6	0.41528747	ERVK11-1///GSTM2	endogenous retrovirus group K11 member 1///glutathione S-transferase mu 2 (muscle)
7988789	0.995	0.015664	2.7335646	-3.6	0.57271222	DMXL2	Dmx like 2
8133074	0.995	0.015713	2.7320205	-3.6	0.20797457	INTS4P2///INTS4P1///INTS4	integrator complex subunit 4 pseudogene 2///integrator complex subunit 4 pseudogene 1///integrator complex subunit 4
7981059	0.995	0.015748	-2.7308938	-3.6	-0.27909545	SERPINA6	serpin family A member 6
8175444	0.995	0.015848	-2.7277184	-3.6	-0.2791139	FGF13	fibroblast growth factor 13
8147548	0.995	0.015864	2.7272116	-3.6	0.3034108	POP1	POP1 homolog, ribonuclease P/MRP subunit
8179351	0.995	0.015999	2.7229543	-3.61	0.39728389	CFB	complement factor B
8015554	0.995	0.01617	-2.7176009	-3.61	-0.24866746	KCNH4	potassium voltage-gated channel subfamily H member 4
8157253	0.995	0.01624	2.7154448	-3.61	0.31176693	SNX30	sorting nexin family member 30
8019796	0.995	0.016403	2.7104079	-3.62	0.30789921	MAFG	MAF bZIP transcription factor G
8015247	0.995	0.016468	-2.7084276	-3.62	-0.23959913	KRTAP4-1	keratin associated protein 4-1
8150797	0.995	0.016662	2.7025287	-3.62	0.30055454	ATP6V1H	ATPase H+ transporting V1 subunit H
8173732	0.995	0.016789	2.698733	-3.62	0.31067366	TAF9B	TATA-box binding protein associated factor 9b
8176263	0.995	0.016789	2.698733	-3.62	0.31067366	TAF9B	TATA-box binding protein associated factor 9b
7963280	0.995	0.016847	-2.6970007	-3.62	-0.20612297	SMAGP	small cell adhesion glycoprotein
8015242	0.995	0.016918	-2.6948811	-3.63	-0.23332403	KRTAP4-2	keratin associated protein 4-2
8105663	0.995	0.01708	2.690067	-3.63	0.32675465	NLN	neurolysin
8017186	0.995	0.017091	2.6897529	-3.63	0.28727735	HEATR6	HEAT repeat containing 6
7995813	0.995	0.017104	-2.6893633	-3.63	-0.27148994	MT1DP	metallothionein 1D, pseudogene
8021924	0.995	0.017123	2.6888075	-3.63	0.2308872	THOC1	THO complex 1
7928944	0.995	0.017376	2.681428	-3.64	0.47377854	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
8178897	0.995	0.017751	-2.6706589	-3.64	-0.32129499	COL11A2	collagen type XI alpha 2 chain
8180105	0.995	0.017751	-2.6706589	-3.64	-0.32129499	COL11A2	collagen type XI alpha 2 chain
7977018	0.995	0.017771	2.6701122	-3.64	0.30082439	TRAF3	TNF receptor associated factor 3
7975799	0.995	0.017897	2.6665345	-3.65	0.72630081	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2
8092134	0.995	0.017913	2.6660888	-3.65	0.44951442	PLD1	phospholipase D1
7991209	0.995	0.017965	2.6646302	-3.65	0.40132921	MRPL46	mitochondrial ribosomal protein L46
7922976	0.995	0.018084	2.6612961	-3.65	0.3269091	PTGS2	prostaglandin-endoperoxide synthase 2
8106986	0.995	0.018349	-2.6539612	-3.65	-0.36773022	RHOBTB3	Rho related BTB domain containing 3
8047659	0.995	0.018405	-2.6524173	-3.66	-0.23673904	ABI2	abl-interactor 2
7907297	0.995	0.018649	2.6457841	-3.66	0.31253443	FMO4	flavin containing monooxygenase 4
8101449	0.995	0.018687	2.6447373	-3.66	0.42111015	HPSE	heparanase
8170513	0.995	0.018737	-2.6433851	-3.66	-0.30851906	FATE1	fetal and adult testis expressed 1
8152280	0.995	0.018746	2.6431593	-3.66	0.50204625	LRP12	LDL receptor related protein 12
8006453	0.995	0.018893	2.639205	-3.66	0.88279777	CCL8	C-C motif chemokine ligand 8
7906486	0.995	0.018955	2.6375592	-3.67	0.74545735	SLAMF8	SLAM family member 8
8016042	0.995	0.019009	-2.636109	-3.67	-0.49868584		
8019334	0.995	0.019068	-2.6345624	-3.67	-0.24433649	NOTUM	NOTUM, palmitoleoyl-protein carboxylesterase
8062971	0.995	0.019146	2.6325019	-3.67	0.18603915	SYS1-DBNDD2///DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)///dysbindin domain containing 2
8055377	0.995	0.019154	2.632272	-3.67	0.27228253	ZRANB3	zinc finger RANBP2-type containing 3
8101992	0.995	0.01919	2.6313219	-3.67	0.51730588	SLC39A8	solute carrier family 39 member 8
8051963	0.995	0.019363	2.6267908	-3.67	0.24846263	SRBD1	S1 RNA binding domain 1
8142270	0.995	0.01952	-2.622713	-3.68	-0.40269193	NRCAM	neuronal cell adhesion molecule
8078214	0.995	0.019911	2.6126691	-3.68	0.25530382	RAB5A	RAB5A, member RAS oncogene family
8050115	0.995	0.01997	-2.6111938	-3.68	-0.57086107	LINC00299	long intergenic non-protein coding RNA 299
8046759	0.995	0.020006	2.6102731	-3.68	0.32970625	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
7958784	0.995	0.020082	2.608346	-3.69	0.38427565	ALDH2	aldehyde dehydrogenase 2 family (mitochondrial)
8015914	0.995	0.020136	-2.6069849	-3.69	-0.20745528	HDAC5	histone deacetylase 5
8165575	0.995	0.02016	-2.6063885	-3.69	-0.26874441	PNPLA7	patatin like phospholipase domain containing 7
8038804	0.995	0.020248	-2.6041851	-3.69	-0.29111443	CLDND2	claudin domain containing 2
7948326	0.995	0.020395	-2.6005178	-3.69	-0.27606074	OR5B2	olfactory receptor family 5 subfamily B member 2
7937940	0.995	0.020416	-2.6000072	-3.69	-0.50294641	OR52K3P	olfactory receptor family 52 subfamily K member 3 pseudogene
8146687	0.995	0.020458	-2.5989487	-3.69	-0.39389792	ADHFE1	alcohol dehydrogenase, iron containing 1
8019018	0.995	0.020622	-2.5949154	-3.69	-0.22433791	CBX4	chromobox 4
8105302	0.995	0.020733	-2.5921892	-3.7	-0.25577484	FST	follistatin
8092578	0.995	0.020758	2.5915906	-3.7	1.1267381	ETV5	ETS variant 5
8150197	0.995	0.020781	-2.591027	-3.7	-0.25770779	DUSP26	dual specificity phosphatase 26 (putative)
8143499	0.995	0.020825	-2.5899593	-3.7	-0.25123077	TRPV6	transient receptor potential cation channel subfamily V member 6
7913556	0.995	0.020855	2.5892208	-3.7	0.32814584		
7924450	0.995	0.02088	2.5886037	-3.7	0.55236367	DUSP10	dual specificity phosphatase 10
8119525	0.995	0.021177	-2.5814434	-3.7	-0.26199678	HCRP1	hepatocellular carcinoma-related HCRP1
7987815	0.995	0.02135	-2.5773296	-3.71	-0.31675857	PLA2G4F	phospholipase A2 group IVF
7952522	0.995	0.021412	2.5758594	-3.71	0.36287222	PUS3	pseudouridylate synthase 3
8095894	0.995	0.021575	2.5719932	-3.71	0.28639553	MRPL1	mitochondrial ribosomal protein L1
8142480	0.995	0.021598	-2.5714587	-3.71	-0.19711015	ASZ1	ankyrin repeat, SAM and basic leucine zipper domain containing 1
8068919	0.995	0.021636	2.5705602	-3.71	0.32600484	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase
7961151	0.995	0.021896	-2.5645002	-3.72	-0.4839334	KLRC4-KLRK1///KLRK1	KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1
8072577	0.995	0.022018	2.5616737	-3.72	0.30059439	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
8081219	0.995	0.022078	2.560296	-3.72	0.33843664	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
7973030	0.995	0.02223	-2.55681	-3.72	-0.21811548	OR11H6	olfactory receptor family 11 subfamily H member 6
8059642	0.995	0.022233	-2.5567422	-3.72	-0.25867505	SLC16A14	solute carrier family 16 member 14
7968351	0.995	0.022242	-2.5565351	-3.72	-0.19027626	MEDAG	mesenteric estrogen dependent adipogenesis
8052908	0.995	0.022278	-2.5557225	-3.72	-0.26437762	CLEC4F	C-type lectin domain family 4 member F
7953949	0.995	0.022284	-2.5555801	-3.72	-0.65074391	KLRD1	killer cell lectin like receptor D1
8121251	0.995	0.022301	2.5551984	-3.72	0.25717524	LIN28B	lin-28 homolog B
7930320	0.995	0.022563	-2.5492449	-3.73	-0.1910679	CFAP58	cilia and flagella associated protein 58
8179313	0.995	0.022866	-2.5424576	-3.73	-0.22558078	C6orf25	chromosome 6 open reading frame 25
7912764	0.995	0.022976	-2.5400159	-3.73	-0.24461633	SPATA21	spermatogenesis associated 21
7902891	0.995	0.023035	2.5387208	-3.73	0.31180227	ZNF326	zinc finger protein 326
8168018	0.995	0.023045	2.5385047	-3.73	0.27104879	YIPF6	Yip1 domain family member 6
7990757	0.995	0.023147	2.5362413	-3.73	0.46496526	CTSH	cathepsin H
8124540	0.995	0.023221	-2.534632	-3.74	-0.39179351	HIST1H2AM	histone cluster 1, H2am
7944351	0.995	0.023289	-2.5331487	-3.74	-0.21012633	FOXR1	forkhead box R1
8126952	0.995	0.023305	2.5327848	-3.74	0.23345418	WTAP	Wilms tumor 1 associated protein
7904314	0.995	0.023319	2.5324911	-3.74	0.26294843	TTF2	transcription termination factor 2
8069503	0.995	0.02333	-2.5322365	-3.74	-0.40570206		
8006298	0.995	0.023388	-2.5309685	-3.74	-0.22486546	RAB11FIP4	RAB11 family interacting protein 4
8101852	0.995	0.023715	-2.5239128	-3.74	-0.23418036	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
7935746	0.995	0.023779	2.5225265	-3.74	0.32937715	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
8123819	0.995	0.023792	2.5222614	-3.74	0.2890393	EEF1E1-BLOC1S5///EEF1E1	EEF1E1-BLOC1S5 readthrough (NMD candidate)///eukaryotic translation elongation factor 1 epsilon 1
8138602	0.995	0.024185	2.5139076	-3.75	1.17512361	DFNA5	DFNA5, deafness associated tumor suppressor
8067506	0.995	0.024249	-2.5125485	-3.75	-0.20916575	RBBP8NL	RBBP8 N-terminal like
7915261	0.995	0.02434	2.5106325	-3.75	0.23116042	TRIT1	tRNA isopentenyltransferase 1
8004955	0.995	0.02437	2.5100075	-3.75	0.25177779	SHISA6	shisa family member 6
8026468	0.995	0.024419	2.5089835	-3.75	0.24033066	CYP4F12	cytochrome P450 family 4 subfamily F member 12
8068857	0.995	0.024502	2.5072675	-3.75	0.23943266	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3
7995258	0.995	0.024607	2.5050796	-3.76	0.4427479	ZNF267	zinc finger protein 267
7948951	0.995	0.024622	2.5047563	-3.76	0.26911563	SLC22A24	solute carrier family 22 member 24
8095826	0.995	0.024927	-2.4984818	-3.76	-0.32858176	FAM47E-STBD1///STBD1	FAM47E-STBD1 readthrough///starch binding domain 1
8001946	0.995	0.025074	2.4954654	-3.76	0.24943333	KIAA0895L	KIAA0895 like
7927936	0.995	0.025084	2.4952784	-3.76	0.2509959	DDX21	DEAD-box helicase 21
8063129	0.995	0.025114	-2.4946575	-3.76	-0.24038239	SLC12A5	solute carrier family 12 member 5
7928524	0.995	0.025203	2.4928517	-3.76	0.29415825	VDAC2	voltage dependent anion channel 2
7970287	0.995	0.025304	2.4908108	-3.77	0.47149191	LAMP1	lysosomal associated membrane protein 1
7906107	0.995	0.02535	2.4898844	-3.77	0.35393082	SEMA4A	semaphorin 4A
8094533	0.995	0.025393	-2.4890215	-3.77	-0.56256121	DTHD1	death domain containing 1
8021668	0.995	0.025428	2.4883104	-3.77	0.21326136	CDH7	cadherin 7
8140144	0.995	0.025512	-2.486627	-3.77	-0.37158375	WBSCR27	Williams Beuren syndrome chromosome region 27
7951351	0.995	0.025577	-2.4853253	-3.77	-0.4694588	PDGFD	platelet derived growth factor D
8036883	0.995	0.02558	-2.4852679	-3.77	-0.28697573	HIPK4	homeodomain interacting protein kinase 4
8031374	0.995	0.025615	2.4845678	-3.77	0.58807554	FCAR	Fc fragment of IgA receptor
7987145	0.995	0.025695	2.4829644	-3.77	0.66535694	FMN1	formin 1
8152506	0.995	0.025772	2.4814457	-3.77	0.41057795	SAMD12	sterile alpha motif domain containing 12
8104634	0.995	0.025846	-2.4799728	-3.77	-0.23902671	PRDM9	PR/SET domain 9
8162276	0.995	0.025885	2.4792077	-3.77	0.28448607	NFIL3	nuclear factor, interleukin 3 regulated
7900540	0.995	0.025941	-2.4780943	-3.77	-0.22729619	RIMKLA	ribosomal modification protein rimK like family member A
8052143	0.995	0.026	-2.4769333	-3.78	-0.30219636	GPR75	G protein-coupled receptor 75
8038487	0.995	0.026172	2.4735702	-3.78	0.50250957	IL4I1///NUP62	interleukin 4 induced 1///nucleoporin 62
8064471	0.995	0.026224	2.4725528	-3.78	0.73568027	SIRPB1	signal regulatory protein beta 1
8029147	0.995	0.026316	-2.4707561	-3.78	-0.21237014	ARHGEF1	Rho guanine nucleotide exchange factor 1
7954810	0.995	0.026362	2.4698573	-3.78	0.63962096	LRRK2	leucine rich repeat kinase 2
7972699	0.995	0.026496	2.4672577	-3.78	0.23038454	DAOA-AS1	DAOA antisense RNA 1
7929649	0.995	0.026523	-2.4667393	-3.78	-0.20735898	UBTD1	ubiquitin domain containing 1
8111915	0.995	0.02669	-2.4635285	-3.78	-2.13065226	SEPP1	selenoprotein P, plasma, 1
7978644	0.995	0.026713	2.4630795	-3.79	0.44042065	NFKBIA	NFKB inhibitor alpha
8028963	0.995	0.026803	-2.4613558	-3.79	-0.42639914	CYP2B6	cytochrome P450 family 2 subfamily B member 6
7942697	0.995	0.026808	-2.4612606	-3.79	-0.18565011	CAPN5	calpain 5
8101839	0.995	0.026973	-2.4581228	-3.79	-0.2204528	EIF4E	eukaryotic translation initiation factor 4E
7936871	0.995	0.027061	2.4564558	-3.79	0.39277454	OAT	ornithine aminotransferase
8110478	0.995	0.0271	-2.4557149	-3.79	-0.22503342	ZNF454	zinc finger protein 454
8035236	0.995	0.027216	2.4535253	-3.79	0.19064805	HAUS8	HAUS augmin like complex subunit 8
8005132	0.995	0.027242	-2.4530315	-3.79	-0.24229241	MEIS3///MEIS3P1	Meis homeobox 3///Meis homeobox 3 pseudogene 1
7938231	0.995	0.027274	2.4524228	-3.79	0.20279563	PPFIBP2	PPFIA binding protein 2
8165711	0.995	0.027381	-2.4504133	-3.79	-0.23758398	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
7999412	0.995	0.027417	-2.4497461	-3.79	-0.2039301	TVP23A	trans-golgi network vesicle protein 23 homolog A
8069813	0.995	0.027427	-2.4495548	-3.79	-0.24907165	KRTAP13-2	keratin associated protein 13-2
8060418	0.995	0.027479	2.4485881	-3.8	0.30282304	SIRPA	signal regulatory protein alpha
7963406	0.995	0.027498	-2.4482274	-3.8	-0.32471132	KRT6B	keratin 6B
8014100	0.995	0.027651	2.4453884	-3.8	0.28864867	C17orf75	chromosome 17 open reading frame 75
7955170	0.995	0.02766	-2.4452236	-3.8	-0.202019	WNT1	Wnt family member 1
7913237	0.995	0.027686	-2.4447439	-3.8	-0.23821063	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
8105908	0.995	0.027773	2.4431305	-3.8	0.59265159	OCLN///LOC647859	occludin///occludin pseudogene
8031748	0.995	0.027862	2.4414863	-3.8	0.33293061	ZNF749	zinc finger protein 749
7959786	0.995	0.027863	-2.4414633	-3.8	-0.25607756	AACS	acetoacetyl-CoA synthetase
7903980	0.995	0.028271	2.4339955	-3.81	0.25371577	C1orf162	chromosome 1 open reading frame 162
7958019	0.995	0.028488	2.4300674	-3.81	0.50497001	DRAM1	DNA damage regulated autophagy modulator 1
8161919	0.995	0.028547	-2.4290135	-3.81	-0.36231978	TLE1	transducin like enhancer of split 1
8109368	0.995	0.02875	2.4253769	-3.81	0.17236962	G3BP1	G3BP stress granule assembly factor 1
8089867	0.995	0.028782	2.4247887	-3.81	0.20085877	RABL3	RAB, member of RAS oncogene family like 3
8134737	0.995	0.028786	-2.4247308	-3.81	-0.23331378	MBLAC1	metallo-beta-lactamase domain containing 1
